invoice_no,product_id,date_id,Quantity,Revenue
536382,22411,2010-12-01,10,19.5
536382,22379,2010-12-01,10,21.0
536382,22798,2010-12-01,8,23.6
536382,22726,2010-12-01,4,15.0
536382,22926,2010-12-01,12,71.4
536384,82484,2010-12-01,3,19.35
536384,22464,2010-12-01,12,19.799999999999997
536384,21324,2010-12-01,6,17.700000000000003
536384,22457,2010-12-01,12,35.400000000000006
536384,22224,2010-12-01,6,17.700000000000003
536384,22189,2010-12-01,4,15.8
536384,22427,2010-12-01,3,17.85
536384,22428,2010-12-01,6,41.7
536385,22961,2010-12-01,12,17.4
536385,22960,2010-12-01,6,25.5
536385,22663,2010-12-01,10,19.5
536385,85049A,2010-12-01,12,15.0
536385,22662,2010-12-01,10,16.5
536388,21754,2010-12-01,3,17.85
536388,21755,2010-12-01,3,17.85
536388,21523,2010-12-01,2,15.9
536388,21363,2010-12-01,3,14.850000000000001
536388,21411,2010-12-01,3,12.75
536388,22318,2010-12-01,6,17.700000000000003
536388,22464,2010-12-01,12,19.799999999999997
536388,22915,2010-12-01,12,5.04
536388,22922,2010-12-01,12,10.2
536388,22969,2010-12-01,12,17.4
536388,22923,2010-12-01,12,10.2
536388,21115,2010-12-01,4,27.0
536388,22469,2010-12-01,12,19.799999999999997
536388,22242,2010-12-01,12,19.799999999999997
536389,21622,2010-12-01,8,39.6
536389,21791,2010-12-01,12,15.0
536389,35004C,2010-12-01,6,32.7
536389,35004G,2010-12-01,4,25.4
536389,85014B,2010-12-01,6,35.7
536389,85014A,2010-12-01,3,17.85
536389,22726,2010-12-01,4,15.0
536389,22727,2010-12-01,4,15.0
536389,22195,2010-12-01,24,39.599999999999994
536389,22196,2010-12-01,24,20.4
536390,22960,2010-12-01,12,45.0
536390,22961,2010-12-01,12,17.4
536390,21533,2010-12-01,12,51.0
536390,21485,2010-12-01,24,102.0
536390,84029G,2010-12-01,24,81.36
536390,84030E,2010-12-01,24,90.0
536392,22150,2010-12-01,6,11.7
536392,22619,2010-12-01,4,15.0
536392,21891,2010-12-01,12,15.0
536392,21889,2010-12-01,12,15.0
536392,22127,2010-12-01,12,15.0
536392,22128,2010-12-01,12,15.0
536392,22502,2010-12-01,4,23.8
536392,84879,2010-12-01,16,27.04
536392,22338,2010-12-01,24,15.600000000000001
536394,21506,2010-12-01,24,10.08
536394,21485,2010-12-01,12,59.400000000000006
536394,22349,2010-12-01,12,45.0
536394,85152,2010-12-01,12,25.200000000000003
536394,22652,2010-12-01,20,33.0
536395,22188,2010-12-01,8,31.6
536395,21977,2010-12-01,24,13.200000000000001
536395,84991,2010-12-01,24,13.200000000000001
536395,21212,2010-12-01,24,13.200000000000001
536395,21484,2010-12-01,8,27.6
536395,21314,2010-12-01,8,16.8
536395,22730,2010-12-01,4,15.0
536395,22727,2010-12-01,8,30.0
536395,22729,2010-12-01,8,30.0
536395,22726,2010-12-01,8,30.0
536395,22114,2010-12-01,8,31.6
536396,85123A,2010-12-01,6,15.299999999999999
536396,71053,2010-12-01,6,20.34
536396,84406B,2010-12-01,8,22.0
536396,15056BL,2010-12-01,6,29.700000000000003
536396,20679,2010-12-01,6,29.700000000000003
536396,37370,2010-12-01,6,6.36
536396,21871,2010-12-01,6,6.36
536396,21071,2010-12-01,6,6.36
536396,21068,2010-12-01,6,6.36
536396,82483,2010-12-01,2,9.9
536396,82486,2010-12-01,4,27.8
536396,82482,2010-12-01,6,12.600000000000001
536396,82494L,2010-12-01,12,30.599999999999998
536396,84029G,2010-12-01,6,20.34
536396,84029E,2010-12-01,6,20.34
536396,22752,2010-12-01,2,15.3
536396,21730,2010-12-01,6,25.5
536397,35004B,2010-12-01,12,55.800000000000004
536398,21980,2010-12-01,24,6.959999999999999
536398,21844,2010-12-01,6,17.700000000000003
536398,22468,2010-12-01,4,27.0
536398,22637,2010-12-01,8,20.4
536398,48185,2010-12-01,2,15.9
536398,22632,2010-12-01,12,25.200000000000003
536398,22866,2010-12-01,12,25.200000000000003
536398,22865,2010-12-01,12,25.200000000000003
536398,21232,2010-12-01,12,15.0
536398,22064,2010-12-01,12,19.799999999999997
536398,22449,2010-12-01,6,20.1
536398,22114,2010-12-01,4,15.8
536398,22835,2010-12-01,8,37.2
536398,22112,2010-12-01,9,44.550000000000004
536398,21479,2010-12-01,4,15.0
536398,22111,2010-12-01,9,44.550000000000004
536399,22632,2010-12-01,6,11.100000000000001
536399,22633,2010-12-01,6,11.100000000000001
536400,22969,2010-12-01,12,17.4
536401,22110,2010-12-01,1,2.55
536401,22098,2010-12-01,1,1.25
536401,22100,2010-12-01,2,2.5
536401,22766,2010-12-01,1,2.95
536401,22451,2010-12-01,1,3.35
536401,22549,2010-12-01,1,1.45
536401,84744,2010-12-01,1,1.25
536401,85049E,2010-12-01,2,2.5
536401,21328,2010-12-01,1,1.65
536401,22961,2010-12-01,4,5.8
536401,17091A,2010-12-01,1,1.25
536401,22473,2010-12-01,1,4.95
536401,84509A,2010-12-01,2,7.5
536401,84510A,2010-12-01,2,2.5
536401,21463,2010-12-01,1,5.95
536401,21464,2010-12-01,1,4.25
536401,20820,2010-12-01,3,14.850000000000001
536401,85150,2010-12-01,1,2.55
536401,22117,2010-12-01,1,2.95
536401,21169,2010-12-01,2,3.38
536401,48129,2010-12-01,1,7.95
536401,82580,2010-12-01,1,0.55
536401,82578,2010-12-01,1,0.55
536401,82581,2010-12-01,2,1.1
536401,22413,2010-12-01,4,11.8
536401,21907,2010-12-01,2,4.2
536401,22441,2010-12-01,1,2.1
536401,21122,2010-12-01,1,1.25
536401,22851,2010-12-01,1,0.85
536401,84991,2010-12-01,3,1.6500000000000001
536401,22810,2010-12-01,1,2.95
536401,22809,2010-12-01,1,2.95
536401,22435,2010-12-01,2,2.5
536401,20966,2010-12-01,3,3.75
536401,20963,2010-12-01,1,1.25
536401,20961,2010-12-01,1,1.25
536401,22068,2010-12-01,2,3.3
536401,21743,2010-12-01,2,5.9
536401,21744,2010-12-01,2,5.9
536401,84709B,2010-12-01,1,5.95
536401,21592,2010-12-01,1,1.25
536401,21587,2010-12-01,2,5.1
536401,20992,2010-12-01,9,7.6499999999999995
536401,22662,2010-12-01,1,1.65
536401,85123A,2010-12-01,4,11.8
536401,22804,2010-12-01,3,8.850000000000001
536401,82483,2010-12-01,1,5.95
536401,20749,2010-12-01,1,7.95
536401,20725,2010-12-01,1,1.65
536401,22382,2010-12-01,2,3.3
536401,20726,2010-12-01,1,1.65
536401,22384,2010-12-01,1,1.65
536401,22467,2010-12-01,5,12.75
536401,84625C,2010-12-01,3,8.850000000000001
536401,84625A,2010-12-01,3,8.850000000000001
536401,21108,2010-12-01,9,22.95
536401,21033,2010-12-01,4,11.8
536401,84030E,2010-12-01,1,4.25
536401,22428,2010-12-01,2,13.9
536401,22502,2010-12-01,2,11.9
536404,22297,2010-12-01,24,30.0
536404,22771,2010-12-01,12,15.0
536404,22772,2010-12-01,12,15.0
536404,22773,2010-12-01,12,15.0
536404,22805,2010-12-01,12,15.0
536404,22469,2010-12-01,12,19.799999999999997
536404,21125,2010-12-01,12,15.0
536404,21126,2010-12-01,12,15.0
536404,85049C,2010-12-01,12,15.0
536404,85049D,2010-12-01,12,15.0
536404,85049E,2010-12-01,12,15.0
536404,85049G,2010-12-01,12,15.0
536404,21061,2010-12-01,12,10.2
536404,21063,2010-12-01,12,10.2
536404,21062,2010-12-01,12,10.2
536404,84380,2010-12-01,12,15.0
536404,84378,2010-12-01,12,15.0
536404,22964,2010-12-01,12,25.200000000000003
536404,21213,2010-12-01,24,13.200000000000001
536404,22417,2010-12-01,24,13.200000000000001
536404,21212,2010-12-01,24,13.200000000000001
536404,84992,2010-12-01,24,13.200000000000001
536404,21975,2010-12-01,24,13.200000000000001
536404,22383,2010-12-01,10,16.5
536404,20728,2010-12-01,10,16.5
536404,20727,2010-12-01,10,16.5
536404,22296,2010-12-01,24,39.599999999999994
536406,85123A,2010-12-01,8,20.4
536406,71053,2010-12-01,8,27.12
536406,84406B,2010-12-01,8,22.0
536406,20679,2010-12-01,6,29.700000000000003
536406,37370,2010-12-01,6,6.36
536406,21871,2010-12-01,6,6.36
536406,21071,2010-12-01,6,6.36
536406,21068,2010-12-01,6,6.36
536406,82483,2010-12-01,4,19.8
536406,82486,2010-12-01,4,27.8
536406,82482,2010-12-01,6,12.600000000000001
536406,82494L,2010-12-01,6,15.299999999999999
536406,84029G,2010-12-01,6,20.34
536406,84029E,2010-12-01,6,20.34
536406,22752,2010-12-01,2,15.3
536406,21730,2010-12-01,6,25.5
536407,22632,2010-12-01,6,11.100000000000001
536407,22633,2010-12-01,6,11.100000000000001
536408,22537,2010-12-01,24,10.08
536408,22533,2010-12-01,24,10.08
536408,20982,2010-12-01,12,10.2
536408,21832,2010-12-01,12,19.799999999999997
536408,21915,2010-12-01,12,15.0
536408,21914,2010-12-01,12,15.0
536408,21544,2010-12-01,12,10.2
536408,22813,2010-12-01,12,23.4
536408,22114,2010-12-01,4,15.8
536408,84029E,2010-12-01,4,15.0
536408,21479,2010-12-01,4,15.0
536408,22964,2010-12-01,6,12.600000000000001
536408,84375,2010-12-01,12,25.200000000000003
536408,22418,2010-12-01,24,20.4
536408,22178,2010-12-01,12,15.0
536408,84970L,2010-12-01,12,11.399999999999999
536408,21733,2010-12-01,6,17.700000000000003
536408,22465,2010-12-01,12,19.799999999999997
536408,84949,2010-12-01,6,9.899999999999999
536408,20685,2010-12-01,2,15.9
536408,48194,2010-12-01,2,15.9
536408,22488,2010-12-01,12,19.799999999999997
536408,22219,2010-12-01,12,10.2
536408,84879,2010-12-01,8,13.52
536408,21754,2010-12-01,3,17.85
536408,21755,2010-12-01,3,17.85
536408,22766,2010-12-01,8,23.6
536408,22716,2010-12-01,12,5.04
536408,22706,2010-12-01,25,10.5
536408,22371,2010-12-01,4,17.0
536408,85014B,2010-12-01,3,17.85
536408,85014A,2010-12-01,3,17.85
536408,84997B,2010-12-01,6,22.5
536408,21212,2010-12-01,24,13.200000000000001
536408,21210,2010-12-01,12,17.4
536408,22914,2010-12-01,3,14.850000000000001
536408,22553,2010-12-01,12,19.799999999999997
536408,22714,2010-12-01,12,5.04
536408,22812,2010-12-01,12,23.4
536408,84347,2010-12-01,6,15.299999999999999
536408,21587,2010-12-01,12,30.599999999999998
536408,22736,2010-12-01,10,16.5
536408,22620,2010-12-01,12,15.0
536408,22619,2010-12-01,4,15.0
536408,21705,2010-12-01,12,19.799999999999997
536409,90199C,2010-12-01,3,19.049999999999997
536409,21479,2010-12-01,1,3.75
536409,22111,2010-12-01,1,4.95
536409,22785,2010-12-01,1,6.75
536409,22975,2010-12-01,1,1.25
536409,22972,2010-12-01,1,1.65
536409,22866,2010-12-01,1,2.1
536409,22568,2010-12-01,1,3.75
536409,85116,2010-12-01,1,2.1
536409,22664,2010-12-01,1,2.1
536409,21609,2010-12-01,1,2.95
536409,21866,2010-12-01,1,1.25
536409,20669,2010-12-01,1,1.25
536409,90129F,2010-12-01,1,2.95
536409,90210B,2010-12-01,1,2.95
536409,90199C,2010-12-01,1,6.35
536409,21955,2010-12-01,1,7.95
536409,72802C,2010-12-01,1,4.25
536409,22109,2010-12-01,1,3.75
536409,85116,2010-12-01,5,10.5
536409,22531,2010-12-01,1,0.42
536409,21811,2010-12-01,1,1.25
536409,22183,2010-12-01,1,6.75
536409,21678,2010-12-01,6,5.1
536409,21676,2010-12-01,6,5.1
536409,84625A,2010-12-01,1,2.95
536409,84625C,2010-12-01,3,8.850000000000001
536409,21931,2010-12-01,2,3.9
536409,85169B,2010-12-01,12,15.0
536409,20668,2010-12-01,24,2.88
536409,84906,2010-12-01,1,5.95
536409,21867,2010-12-01,1,1.25
536409,22075,2010-12-01,1,1.65
536409,21326,2010-12-01,12,7.800000000000001
536409,21065,2010-12-01,1,5.95
536409,22074,2010-12-01,1,1.65
536409,22900,2010-12-01,1,2.95
536409,20713,2010-12-01,1,1.95
536409,20966,2010-12-01,2,2.5
536409,21116,2010-12-01,1,4.95
536409,90199C,2010-12-01,2,12.7
536409,22633,2010-12-01,1,2.1
536409,22198,2010-12-01,1,1.65
536409,21824,2010-12-01,3,4.35
536409,21823,2010-12-01,3,4.35
536409,22153,2010-12-01,6,2.52
536409,22197,2010-12-01,2,1.7
536409,85099B,2010-12-01,2,3.9
536409,85099F,2010-12-01,1,1.95
536409,20717,2010-12-01,1,1.25
536409,20723,2010-12-01,1,0.85
536409,21980,2010-12-01,12,3.4799999999999995
536409,22112,2010-12-01,1,4.95
536412,20728,2010-12-01,3,4.949999999999999
536412,22382,2010-12-01,3,4.949999999999999
536412,22326,2010-12-01,1,2.95
536412,22662,2010-12-01,4,6.6
536412,22383,2010-12-01,3,4.949999999999999
536412,20727,2010-12-01,3,4.949999999999999
536412,22328,2010-12-01,1,2.95
536412,22327,2010-12-01,1,2.95
536412,22630,2010-12-01,1,1.95
536412,22629,2010-12-01,1,1.95
536412,21245,2010-12-01,1,1.69
536412,21244,2010-12-01,1,1.69
536412,21242,2010-12-01,1,1.69
536412,21243,2010-12-01,1,1.69
536412,22273,2010-12-01,1,2.95
536412,22940,2010-12-01,3,12.75
536412,22652,2010-12-01,5,8.25
536412,22759,2010-12-01,1,1.65
536412,21880,2010-12-01,10,6.5
536412,21738,2010-12-01,1,2.95
536412,22077,2010-12-01,1,1.65
536412,85049E,2010-12-01,3,3.75
536412,22961,2010-12-01,24,34.8
536412,21448,2010-12-01,2,3.3
536412,22837,2010-12-01,3,13.950000000000001
536412,22749,2010-12-01,2,7.5
536412,22940,2010-12-01,1,4.25
536412,22749,2010-12-01,1,3.75
536412,22077,2010-12-01,2,3.3
536412,21738,2010-12-01,2,5.9
536412,85049E,2010-12-01,1,1.25
536412,22243,2010-12-01,6,9.899999999999999
536412,22141,2010-12-01,1,2.1
536412,22144,2010-12-01,2,4.2
536412,22243,2010-12-01,3,4.949999999999999
536412,22077,2010-12-01,7,11.549999999999999
536412,21448,2010-12-01,1,1.65
536412,22759,2010-12-01,5,8.25
536412,22242,2010-12-01,5,8.25
536412,85049E,2010-12-01,12,15.0
536412,21731,2010-12-01,5,8.25
536412,22243,2010-12-01,1,1.65
536412,21739,2010-12-01,2,5.9
536412,21738,2010-12-01,5,14.75
536412,22271,2010-12-01,2,5.9
536412,22274,2010-12-01,2,5.9
536412,22751,2010-12-01,2,7.5
536412,21034,2010-12-01,1,0.95
536412,22273,2010-12-01,2,5.9
536412,22568,2010-12-01,3,11.25
536412,22144,2010-12-01,1,2.1
536412,22570,2010-12-01,3,11.25
536412,22569,2010-12-01,2,7.5
536412,22086,2010-12-01,1,2.95
536412,22902,2010-12-01,7,14.700000000000001
536412,21710,2010-12-01,1,4.95
536412,21708,2010-12-01,1,4.95
536412,21711,2010-12-01,1,4.95
536412,22179,2010-12-01,2,13.5
536412,22197,2010-12-01,5,4.25
536412,22900,2010-12-01,2,5.9
536412,21706,2010-12-01,1,4.95
536412,22468,2010-12-01,2,13.5
536412,20725,2010-12-01,1,1.65
536412,85184C,2010-12-01,1,2.95
536412,22988,2010-12-01,6,7.5
536412,20750,2010-12-01,1,7.95
536415,22952,2010-12-01,10,5.5
536415,22910,2010-12-01,5,14.75
536415,22739,2010-12-01,3,4.949999999999999
536415,22738,2010-12-01,3,4.949999999999999
536415,22736,2010-12-01,3,4.949999999999999
536415,22909,2010-12-01,5,4.25
536415,35591T,2010-12-01,2,2.5
536415,22186,2010-12-01,5,14.75
536415,22695,2010-12-01,3,4.35
536415,22470,2010-12-01,1,2.95
536415,22580,2010-12-01,1,5.95
536415,22469,2010-12-01,5,8.25
536415,22147,2010-12-01,4,5.8
536415,22130,2010-12-01,6,5.1
536415,21791,2010-12-01,3,3.75
536415,22694,2010-12-01,5,10.5
536415,21790,2010-12-01,3,2.55
536415,22149,2010-12-01,4,8.4
536415,22900,2010-12-01,3,8.850000000000001
536415,22961,2010-12-01,3,4.35
536415,22321,2010-12-01,12,10.2
536415,22594,2010-12-01,5,4.25
536415,22593,2010-12-01,4,3.4
536415,22595,2010-12-01,6,5.1
536415,21986,2010-12-01,12,3.4799999999999995
536415,22750,2010-12-01,2,7.5
536415,22616,2010-12-01,12,3.4799999999999995
536415,22775,2010-12-01,1,1.25
536415,22899,2010-12-01,2,4.2
536415,22367,2010-12-01,3,5.85
536415,22086,2010-12-01,6,17.700000000000003
536415,22940,2010-12-01,2,8.5
536415,21212,2010-12-01,2,1.1
536415,21976,2010-12-01,2,1.1
536415,22951,2010-12-01,2,1.1
536415,21977,2010-12-01,3,1.6500000000000001
536415,22834,2010-12-01,3,6.300000000000001
536415,22867,2010-12-01,3,6.300000000000001
536415,22865,2010-12-01,3,6.300000000000001
536415,22632,2010-12-01,3,6.300000000000001
536415,21916,2010-12-01,2,0.84
536415,22587,2010-12-01,4,3.4
536415,22566,2010-12-01,3,2.55
536415,22565,2010-12-01,3,2.55
536415,22472,2010-12-01,2,9.9
536415,22557,2010-12-01,3,4.949999999999999
536415,22551,2010-12-01,3,4.949999999999999
536415,22554,2010-12-01,3,4.949999999999999
536415,22534,2010-12-01,3,1.26
536415,22531,2010-12-01,3,1.26
536415,22529,2010-12-01,3,1.26
536415,22530,2010-12-01,3,1.26
536415,84032B,2010-12-01,3,8.850000000000001
536415,22837,2010-12-01,3,13.950000000000001
536415,85049H,2010-12-01,2,2.5
536415,22749,2010-12-01,2,7.5
536415,22807,2010-12-01,12,35.400000000000006
536416,21494,2010-12-01,12,15.0
536416,22938,2010-12-01,12,23.4
536416,82494L,2010-12-01,6,17.700000000000003
536420,21889,2010-12-01,12,15.0
536420,21892,2010-12-01,12,15.0
536420,21891,2010-12-01,12,15.0
536420,21890,2010-12-01,6,17.700000000000003
536420,21718,2010-12-01,12,15.0
536420,21716,2010-12-01,8,20.4
536420,21715,2010-12-01,8,20.4
536420,22113,2010-12-01,4,15.0
536420,22111,2010-12-01,3,14.850000000000001
536420,22110,2010-12-01,6,15.299999999999999
536420,22358,2010-12-01,6,17.700000000000003
536420,22357,2010-12-01,4,17.0
536420,22115,2010-12-01,6,17.700000000000003
536420,22969,2010-12-01,12,17.4
536423,22619,2010-12-01,4,15.0
536423,21481,2010-12-01,6,17.700000000000003
536423,22632,2010-12-01,12,25.200000000000003
536423,22837,2010-12-01,8,37.2
536423,21479,2010-12-01,8,30.0
536423,21485,2010-12-01,8,39.6
536423,84029E,2010-12-01,8,30.0
536423,22111,2010-12-01,16,79.2
536423,22113,2010-12-01,8,30.0
536425,22837,2010-12-01,8,37.2
536425,22585,2010-12-01,12,15.0
536425,79321,2010-12-01,8,39.6
536425,22637,2010-12-01,12,30.599999999999998
536425,21556,2010-12-01,6,15.299999999999999
536425,22646,2010-12-01,12,17.4
536425,22644,2010-12-01,12,17.4
536425,22645,2010-12-01,12,17.4
536425,22650,2010-12-01,12,17.4
536425,22508,2010-12-01,8,30.0
536425,21411,2010-12-01,3,12.75
536425,22511,2010-12-01,4,15.0
536425,22451,2010-12-01,6,20.1
536425,22449,2010-12-01,6,20.1
536425,22961,2010-12-01,12,17.4
536446,22142,2010-12-01,2,2.9
536446,22144,2010-12-01,2,4.2
536446,21591,2010-12-01,6,7.5
536446,22480,2010-12-01,12,15.0
536446,21156,2010-12-01,1,1.95
536446,10133,2010-12-01,5,4.25
536446,72800E,2010-12-01,6,15.299999999999999
536446,22294,2010-12-01,24,30.0
536446,84836,2010-12-01,12,15.0
536446,20774,2010-12-01,2,3.3
536446,20773,2010-12-01,2,3.3
536446,20777,2010-12-01,2,3.3
536446,16016,2010-12-01,10,8.5
536446,16014,2010-12-01,10,4.2
536446,21890,2010-12-01,2,5.9
536446,21891,2010-12-01,2,2.5
536446,22619,2010-12-01,8,30.0
536446,22620,2010-12-01,6,7.5
536446,84347,2010-12-01,12,30.599999999999998
536446,85169B,2010-12-01,24,30.0
536446,21156,2010-12-01,3,5.85
536446,21651,2010-12-01,6,9.899999999999999
536446,84625C,2010-12-01,10,29.5
536446,21586,2010-12-01,4,10.2
536446,21587,2010-12-01,4,10.2
536446,22152,2010-12-01,24,10.08
536446,85172,2010-12-01,16,6.72
536446,84754,2010-12-01,24,30.0
536460,22670,2010-12-01,12,15.0
536460,21586,2010-12-01,12,30.599999999999998
536460,84992,2010-12-01,24,13.200000000000001
536460,84879,2010-12-01,24,40.56
536460,84849B,2010-12-01,12,20.28
536460,22927,2010-12-01,2,11.9
536460,22926,2010-12-01,4,23.8
536460,22925,2010-12-01,2,11.9
536460,21977,2010-12-01,24,13.200000000000001
536460,21485,2010-12-01,6,29.700000000000003
536460,21484,2010-12-01,8,27.6
536460,21259,2010-12-01,2,11.9
536460,21257,2010-12-01,2,15.9
536460,21121,2010-12-01,24,30.0
536463,82552,2010-12-01,12,17.4
536464,90200B,2010-12-01,2,8.5
536464,90059B,2010-12-01,2,3.3
536464,90185C,2010-12-01,2,8.5
536464,90059E,2010-12-01,3,4.949999999999999
536464,90059C,2010-12-01,1,1.65
536464,90200C,2010-12-01,1,4.25
536464,90200D,2010-12-01,3,12.75
536464,90200A,2010-12-01,1,4.25
536464,22386,2010-12-01,1,1.95
536464,85099B,2010-12-01,1,1.95
536464,84879,2010-12-01,8,13.52
536464,22086,2010-12-01,1,2.95
536464,22737,2010-12-01,1,1.65
536464,21260,2010-12-01,1,3.25
536464,22744,2010-12-01,2,5.9
536464,21985,2010-12-01,1,0.29
536464,21980,2010-12-01,1,0.29
536464,22988,2010-12-01,1,1.25
536464,22297,2010-12-01,1,1.25
536464,22294,2010-12-01,1,1.25
536464,22295,2010-12-01,1,1.65
536464,22813,2010-12-01,2,3.9
536464,22812,2010-12-01,6,11.7
536464,22197,2010-12-01,5,4.25
536464,21977,2010-12-01,1,0.55
536464,22619,2010-12-01,1,3.75
536464,16258A,2010-12-01,1,0.42
536464,21992,2010-12-01,1,2.95
536464,22910,2010-12-01,1,2.95
536464,21124,2010-12-01,1,1.25
536464,22735,2010-12-01,2,3.3
536464,22952,2010-12-01,2,1.1
536464,22945,2010-12-01,6,5.1
536464,21816,2010-12-01,2,2.9
536464,21815,2010-12-01,4,5.8
536464,21814,2010-12-01,2,2.9
536464,10125,2010-12-01,2,1.7
536464,22810,2010-12-01,1,2.95
536464,22573,2010-12-01,1,0.85
536464,22577,2010-12-01,1,0.85
536464,22603,2010-12-01,2,1.7
536464,22809,2010-12-01,1,2.95
536464,20878,2010-12-01,1,1.25
536464,20866,2010-12-01,1,1.25
536464,85095,2010-12-01,1,1.95
